Payment ID,Order ID,Payment Date,Payment Method,Payment Amount,Payment Status,Transaction Reference,Bank Name,Created Date,Updated Date
900933,500933,2026-04-09,Credit Card,34322.03,PENDING,TXN926907506,HDFC Bank,2026-04-09,2026-05-13
900934,500934,2026-06-14,Debit Card,11518.43,SUCCESS,TXN859624835,HDFC Bank,2026-06-14,2026-06-26
900935,500935,2025-05-14,UPI,35184.83,SUCCESS,TXN683607071,Punjab National Bank,2025-05-14,2025-09-27
900936,500936,2026-07-07,Net Banking,11218.58,SUCCESS,TXN252294200,HDFC Bank,2026-07-07,2026-07-14
900937,500937,2025-04-23,Wallet,9909.98,SUCCESS,TXN867565624,HDFC Bank,2025-04-23,2025-12-30
900938,500938,2025-10-25,Debit Card,31348.25,SUCCESS,TXN191057929,HDFC Bank,2025-10-25,2026-01-10
900939,500939,2026-06-26,Cash,13641.51,SUCCESS,TXN977851100,State Bank of India,2026-06-26,2026-07-18
900940,500940,2026-07-04,UPI,8291.97,PENDING,TXN947027818,HDFC Bank,2026-07-04,2026-07-31
900941,500941,2026-03-14,UPI,14001.15,SUCCESS,TXN221508953,Kotak Mahindra Bank,2026-03-14,2026-07-01
900942,500942,2025-05-16,Net Banking,34388.04,SUCCESS,TXN555086222,Axis Bank,2025-05-16,2026-05-06
900943,500943,2025-12-03,Net Banking,7879.37,PENDING,TXN689848541,Axis Bank,2025-12-03,2026-04-19
900944,500944,2025-08-09,Wallet,-44291.56,SUCCESS,TXN193684208,ICICI Bank,2025-08-09,2026-02-10
900945,500945,2024-09-22,Debit Card,31703.48,PENDING,TXN487468897,ICICI Bank,2024-09-22,2025-07-20
900946,500946,2026-05-06,UPI,29568.98,SUCCESS,TXN902080160,ICICI Bank,2026-05-06,2026-05-21
900947,500947,2026-04-22,UPI,50844.08,SUCCESS,TXN811619517,Kotak Mahindra Bank,2026-04-22,2026-05-01
900948,500948,2026-02-23,Cash,24869.7,SUCCESS,TXN992352458,Axis Bank,2026-02-23,2026-04-02
900949,500949,2026-05-01,Net Banking,9503.34,SUCCESS,TXN939018541,Punjab National Bank,2026-05-01,2026-07-28
900950,500950,2025-08-07,UPI,20092.23,SUCCESS,TXN525621256,Axis Bank,2025-08-07,2026-07-21
900951,500951,2025-09-11,Net Banking,27541.09,SUCCESS,TXN268363403,State Bank of India,2025-09-11,2025-10-28
900952,500952,2025-07-27,Wallet,36241.35,SUCCESS,TXN700537666,Kotak Mahindra Bank,2025-07-27,2025-09-04
900953,500953,2025-12-28,Wallet,24754.3,SUCCESS,TXN555504789,ICICI Bank,2025-12-28,2026-03-07
900954,500954,2026-03-30,UPI,26612.21,SUCCESS,TXN170135921,ICICI Bank,2026-03-30,2026-06-14
900955,500955,2026-03-23,Cash,11677.09,SUCCESS,,HDFC Bank,2026-03-23,2026-07-24
900956,500956,2025-07-28,Cash,54384.56,SUCCESS,TXN309254786,State Bank of India,2025-07-28,2026-02-13
900957,500957,2026-06-05,Cash,12308.79,SUCCESS,TXN967040437,ICICI Bank,2026-06-05,2026-06-06
900958,500958,2026-02-04,UPI,9190.83,SUCCESS,TXN772111616,HDFC Bank,2026-02-04,2026-04-04
900959,500959,2026-01-01,Wallet,502.73,FAILED,TXN753628442,Punjab National Bank,2026-01-01,2026-05-14
900960,500960,2025-06-11,UPI,33606.54,SUCCESS,TXN865322884,Punjab National Bank,2025-06-11,2025-12-26
900961,500961,2024-09-15,UPI,31686.42,REFUNDED,TXN253139764,State Bank of India,2024-09-15,2026-03-29
900962,500962,2025-04-02,Credit Card,38211.8,SUCCESS,TXN173188220,State Bank of India,2025-04-02,2026-01-22
900963,500963,2026-05-17,Net Banking,14462.54,SUCCESS,TXN798245804,ICICI Bank,2026-05-17,2026-06-01
900964,500964,2026-07-13,Credit Card,24414.35,SUCCESS,TXN573335114,State Bank of India,2026-07-13,2026-07-29
900965,500965,2024-11-02,Cash,16097.65,SUCCESS,TXN791346700,HDFC Bank,2024-11-02,2025-07-10
900966,500966,2024-10-31,Credit Card,4921.7,SUCCESS,TXN516851266,Axis Bank,2024-10-31,2025-02-03
900967,500967,2025-10-21,Net Banking,21541.44,SUCCESS,TXN924866347,Axis Bank,2025-10-21,2026-01-31
900968,500968,2025-12-06,Debit Card,33122.28,SUCCESS,TXN588100108,HDFC Bank,2025-12-06,2026-04-24
900969,500969,2025-08-04,UPI,36382.96,SUCCESS,TXN968156321,State Bank of India,2025-08-04,2026-03-12
900970,500970,2025-08-26,Wallet,11548.58,SUCCESS,TXN289091970,HDFC Bank,2025-08-26,2025-11-06
900971,500971,2026-06-17,Debit Card,4099.18,SUCCESS,TXN297652556,HDFC Bank,2026-06-17,2026-06-22
900972,500972,2026-07-06,Net Banking,8269.06,FAILED,TXN674995501,Punjab National Bank,2026-07-06,2026-07-31
900973,500973,2026-05-31,Credit Card,23625.79,SUCCESS,TXN183546470,Punjab National Bank,2026-05-31,2026-07-12
900974,500974,2026-04-30,UPI,22842.76,SUCCESS,TXN261604880,Axis Bank,2026-04-30,2026-05-18
900975,500975,2025-12-10,Credit Card,5917.28,SUCCESS,TXN781066979,Axis Bank,2025-12-10,2026-05-22
900976,500976,2025-08-13,Cash,6542.71,SUCCESS,TXN505398280,ICICI Bank,2025-08-13,2026-02-07
900977,500977,2025-08-14,Debit Card,50739.26,SUCCESS,TXN639109879,HDFC Bank,2025-08-14,2026-04-26
900978,500978,2026-05-25,UPI,12054.94,SUCCESS,TXN288778639,Axis Bank,2026-05-25,2026-07-18
900979,500979,2026-01-07,Net Banking,45687.06,SUCCESS,TXN780867460,State Bank of India,2026-01-07,2026-07-05
900980,500980,2026-01-25,UPI,29275.4,SUCCESS,TXN761704528,Axis Bank,2026-01-25,2026-02-20
900981,500981,2026-01-19,Wallet,43144.27,SUCCESS,TXN411282536,Axis Bank,2026-01-19,2026-03-14
900982,500982,2026-04-22,Net Banking,38123.65,SUCCESS,TXN980917094,Punjab National Bank,2026-04-22,2026-07-21
900983,500983,2026-07-30,Debit Card,-32861.64,SUCCESS,TXN430064674,Axis Bank,2026-07-30,2026-07-30
900984,500984,2026-07-28,Wallet,41661.99,SUCCESS,TXN744186766,State Bank of India,2026-07-28,2026-07-30
900985,500985,2026-04-04,UPI,1642.65,SUCCESS,TXN960423299,Kotak Mahindra Bank,2026-04-04,2026-05-28
900986,500986,2026-05-23,Credit Card,43215.27,SUCCESS,TXN206920983,Punjab National Bank,2026-05-23,2026-06-08
900987,500987,2026-04-14,Credit Card,17108.53,SUCCESS,TXN446179340,ICICI Bank,2026-04-14,2026-04-25
900988,500988,2025-03-15,Cash,34803.7,SUCCESS,TXN510604082,HDFC Bank,2025-03-15,2026-03-30
900989,500989,2025-11-17,Debit Card,8707.04,SUCCESS,TXN308122210,Kotak Mahindra Bank,2025-11-17,2026-03-22
900990,500990,2025-05-24,Wallet,7122.75,SUCCESS,TXN124847271,Punjab National Bank,2025-05-24,2026-03-16
900991,500991,2024-07-29,UPI,10626.89,SUCCESS,TXN183087679,Axis Bank,2024-07-29,2025-08-03
900992,500992,2026-07-27,UPI,20527.94,SUCCESS,TXN325803577,Punjab National Bank,2026-07-27,2026-07-30
900993,500993,2026-02-07,Wallet,43972.82,SUCCESS,TXN709127131,Punjab National Bank,2026-02-07,2026-07-12
900994,500994,2026-05-30,Credit Card,12363.57,SUCCESS,TXN660223245,Punjab National Bank,2026-05-30,2026-06-15
900995,500995,2026-04-26,UPI,22826.99,SUCCESS,TXN332956649,HDFC Bank,2026-04-26,2026-06-06
900996,500996,2024-06-01,Debit Card,22259.69,SUCCESS,TXN860298947,Kotak Mahindra Bank,2024-06-01,2026-03-30
900997,500997,2026-04-06,Credit Card,54432.67,SUCCESS,TXN837722327,Punjab National Bank,2026-04-06,2026-05-11
900998,500998,2026-05-31,Net Banking,18676.8,SUCCESS,TXN565436656,Axis Bank,2026-05-31,2026-06-27
900999,500999,2026-04-20,Debit Card,12175.5,SUCCESS,TXN779354803,HDFC Bank,2026-04-20,2026-06-16
901000,501000,2026-05-16,Cash,42098.45,SUCCESS,TXN478229142,Axis Bank,2026-05-16,2026-05-19
